"Students Absent 21 or More Days by School
2015-16, Final Survey 5",,,,,,
"*To provide meaningful results and to protect the privacy of individual students, data are displayed only when the total number of students in a group is at least 10 and when the performance of individuals would not be disclosed. Data for groups less than 10 are displayed with an asterisk (*).",,,,,,
"District #","District Name","School #","School Name",Enrollments,"Absent 21 Days or Over","% Absent 21 or More Days"
6,BROWARD,581,"MARGATE MIDDLE SCHOOL",1395,43,"0,03082437275"
6,BROWARD,592,"HALLANDALE ADULT/COMMUNITY CENTER",1157,859,"0,74243733794"
6,BROWARD,601,"SEAGULL SCHOOL",545,362,"0,66422018348"
6,BROWARD,611,"SUNLAND PARK ACADEMY",640,109,"0,1703125"
6,BROWARD,621,"LARKDALE ELEMENTARY SCHOOL",450,69,"0,15333333333"
6,BROWARD,631,"WESTWOOD HEIGHTS ELEMENTARY SCHOOL",719,72,"0,10013908205"
6,BROWARD,641,"BAYVIEW ELEMENTARY SCHOOL",672,26,"0,03869047619"
6,BROWARD,653,"PINE RIDGE ALTERNATIVE CENTER",160,24,"0,15"
6,BROWARD,691,"STIRLING ELEMENTARY SCHOOL",681,67,"0,09838472834"
6,BROWARD,701,"PARKWAY MIDDLE SCHOOL",1672,239,"0,14294258373"
6,BROWARD,711,"ORANGE BROOK ELEMENTARY SCHOOL",824,63,"0,07645631067"
6,BROWARD,721,"DRIFTWOOD ELEMENTARY SCHOOL",599,26,"0,04340567612"
6,BROWARD,731,"TROPICAL ELEMENTARY SCHOOL",979,45,"0,04596527068"
6,BROWARD,751,"POMPANO BEACH ELEMENTARY SCHOOL",619,64,"0,10339256865"
6,BROWARD,761,"MEADOWBROOK ELEMENTARY SCHOOL",786,104,"0,13231552162"
6,BROWARD,811,"BROADVIEW ELEMENTARY SCHOOL",1048,80,"0,07633587786"
6,BROWARD,831,"LAKE FOREST ELEMENTARY SCHOOL",819,70,"0,08547008547"
6,BROWARD,841,"MCNAB ELEMENTARY SCHOOL",682,44,"0,06451612903"
6,BROWARD,851,"FLORANADA ELEMENTARY SCHOOL",786,31,"0,03944020356"
6,BROWARD,861,"DRIFTWOOD MIDDLE SCHOOL",1550,103,"0,0664516129"
6,BROWARD,871,"BRIGHT HORIZONS",155,54,"0,34838709677"
6,BROWARD,881,"NEW RIVER MIDDLE SCHOOL",1575,117,"0,07428571428"
6,BROWARD,891,"SANDERS PARK ELEMENTARY SCHOOL",599,77,"0,12854757929"
6,BROWARD,901,"CRESTHAVEN ELEMENTARY SCHOOL",791,73,"0,09228824273"
6,BROWARD,911,"DEERFIELD BEACH MIDDLE SCHOOL",1247,44,"0,03528468323"
6,BROWARD,921,"STEPHEN FOSTER ELEMENTARY SCHOOL",752,92,"0,12234042553"
6,BROWARD,931,"PETERS ELEMENTARY SCHOOL",694,77,"0,11095100864"
6,BROWARD,941,"PLANTATION ELEMENTARY SCHOOL",642,58,"0,09034267912"
6,BROWARD,951,"FORT LAUDERDALE HIGH SCHOOL",2264,136,"0,06007067137"
6,BROWARD,971,"BOULEVARD HEIGHTS ELEMENTARY",825,76,"0,09212121212"
6,BROWARD,991,"WINGATE OAKS CENTER",54,13,"0,24074074074"
6,BROWARD,1011,"HENRY D. PERRY MIDDLE SCHOOL",422,0,0
6,BROWARD,1021,"THE QUEST CENTER",135,37,"0,27407407407"
6,BROWARD,1051,"SHERIDAN TECHNICAL COLLEGE",356,24,"0,06741573033"
6,BROWARD,1071,"WILLIAM DANDY MIDDLE SCHOOL",983,17,"0,01729399796"
6,BROWARD,1091,"LLOYD ESTATES ELEMENTARY SCHOOL",671,44,"0,06557377049"
6,BROWARD,1131,"PALMVIEW ELEMENTARY SCHOOL",691,58,"0,08393632416"
6,BROWARD,1151,"CORAL SPRINGS HIGH SCHOOL",3078,267,"0,08674463937"
6,BROWARD,1161,"MARGATE ELEMENTARY SCHOOL",1128,93,"0,08244680851"
6,BROWARD,1171,"SUNSHINE ELEMENTARY SCHOOL",707,48,"0,06789250353"
6,BROWARD,1191,"NORTH FORK ELEMENTARY SCHOOL",624,54,"0,08653846153"
6,BROWARD,1211,"COOPER CITY ELEMENTARY SCHOOL",776,28,"0,03608247422"
6,BROWARD,1221,"PEMBROKE PINES ELEMENTARY SCHOOL",644,24,"0,03726708074"
6,BROWARD,1241,"NORTHEAST HIGH SCHOOL",2076,149,"0,07177263969"
6,BROWARD,1251,"PLANTATION PARK ELEMENTARY",590,35,"0,05932203389"
6,BROWARD,1271,"NOVA DWIGHT D. EISENHOWER ELEM",776,22,"0,02835051546"
6,BROWARD,1281,"NOVA HIGH SCHOOL",2208,114,"0,05163043478"
6,BROWARD,1282,"NOVA BLANCHE FORMAN ELEMENTARY",770,32,"0,04155844155"
6,BROWARD,1291,"WILLIAM T. MCFATTER TECHNICAL COLLEGE",615,52,"0,08455284552"
6,BROWARD,1311,"NOVA MIDDLE SCHOOL",1287,39,"0,0303030303"
6,BROWARD,1321,"SHERIDAN PARK ELEMENTARY SCHOOL",744,52,"0,06989247311"
6,BROWARD,1381,"LAUDERHILL PAUL TURNER ELEMENTARY SCHOOL",865,74,"0,08554913294"
6,BROWARD,1391,"LAUDERHILL 6-12",887,41,"0,04622322435"
6,BROWARD,1421,"COCONUT CREEK ELEMENTARY SCHOOL",765,36,"0,04705882352"
6,BROWARD,1451,"PLANTATION HIGH SCHOOL",2572,169,"0,06570762052"
6,BROWARD,1461,"CASTLE HILL ELEMENTARY SCHOOL",680,73,"0,10735294117"
6,BROWARD,1611,"DR. MARTIN LUTHER KING MONTESSORI ACADEMY",528,67,"0,12689393939"
6,BROWARD,1621,"VILLAGE ELEMENTARY SCHOOL",929,64,"0,06889128094"
6,BROWARD,1631,"ANNABEL C. PERRY PK-8",932,64,"0,06866952789"
6,BROWARD,1641,"FAIRWAY ELEMENTARY SCHOOL",851,109,"0,12808460634"
6,BROWARD,1661,"HOLLYWOOD HILLS HIGH SCHOOL",2186,140,"0,06404391582"
6,BROWARD,1671,"ROBERT C. MARKHAM ELEMENTARY",664,74,"0,11144578313"
6,BROWARD,1681,"COCONUT CREEK HIGH SCHOOL",1628,157,"0,09643734643"
6,BROWARD,1701,"LAUDERDALE LAKES MIDDLE SCHOOL",1017,51,"0,05014749262"
6,BROWARD,1711,"DEERFIELD BEACH HIGH SCHOOL",2630,193,"0,07338403041"
6,BROWARD,1741,"BOYD H. ANDERSON HIGH SCHOOL",2157,189,"0,0876216968"
6,BROWARD,1751,"MIRAMAR HIGH SCHOOL",2857,188,"0,06580329016"
6,BROWARD,1752,"WHISPERING PINES SCHOOL",384,70,"0,18229166666"
6,BROWARD,1761,"HOLLYWOOD PARK ELEMENTARY SCHOOL",586,76,"0,12969283276"
6,BROWARD,1762,"POSTSECONDARY ALTERNATIVES FOR SECONDARY STUDENTS-PASS",*,*,*
6,BROWARD,1781,"CYPRESS ELEMENTARY SCHOOL",981,87,"0,08868501529"
6,BROWARD,1791,"APOLLO MIDDLE SCHOOL",1358,47,"0,03460972017"
6,BROWARD,1811,"SHERIDAN HILLS ELEMENTARY SCHOOL",607,53,"0,08731466227"
6,BROWARD,1831,"ORIOLE ELEMENTARY SCHOOL",748,79,"0,10561497326"
6,BROWARD,1841,"MIRROR LAKE ELEMENTARY SCHOOL",699,65,"0,09298998569"
6,BROWARD,1851,"ROYAL PALM ELEMENTARY SCHOOL",1059,88,"0,08309726156"
6,BROWARD,1871,"CRYSTAL LAKE COMMUNITY MIDDLE",1441,77,"0,0534351145"
6,BROWARD,1881,"PINES MIDDLE SCHOOL",1274,55,"0,04317111459"
6,BROWARD,1891,"SEMINOLE MIDDLE SCHOOL",1263,46,"0,03642121931"
6,BROWARD,1901,"PIPER HIGH SCHOOL",2754,240,"0,08714596949"
6,BROWARD,1931,"COOPER CITY HIGH SCHOOL",2384,190,"0,07969798657"
6,BROWARD,1951,"PARK RIDGE ELEMENTARY SCHOOL",622,53,"0,08520900321"
6,BROWARD,1971,"JAMES S. HUNT ELEMENTARY SCHOOL",802,49,"0,06109725685"
6,BROWARD,2001,"BANYAN ELEMENTARY SCHOOL",778,53,"0,06812339331"
6,BROWARD,2011,"CORAL COVE ELEMENTARY SCHOOL",1007,43,"0,04270109235"
6,BROWARD,2021,"GLADES MIDDLE SCHOOL",1388,27,"0,01945244956"
6,BROWARD,2041,"BEACHSIDE MONTESSORI VILLAGE",775,20,"0,02580645161"
6,BROWARD,2052,"WESTPINE MIDDLE SCHOOL",1047,37,"0,03533906399"
6,BROWARD,2071,"PASADENA LAKES ELEMENTARY SCHOOL",600,52,"0,08666666666"
6,BROWARD,2121,"JAMES S. RICKARDS MIDDLE SCHOOL",1008,92,"0,09126984126"
6,BROWARD,2123,"CYPRESS RUN ALTERNATIVE/ESE",262,107,"0,40839694656"
6,BROWARD,2221,"ATLANTIC TECHNICAL COLLEGE",671,28,"0,04172876304"
6,BROWARD,2231,"NORTH LAUDERDALE PK-8",834,77,"0,09232613908"
6,BROWARD,2351,"SOUTH PLANTATION HIGH SCHOOL",2598,231,"0,08891454965"
6,BROWARD,2511,"ATLANTIC WEST ELEMENTARY SCHOOL",762,70,"0,09186351706"
6,BROWARD,2531,"HORIZON ELEMENTARY SCHOOL",629,47,"0,0747217806"
6,BROWARD,2541,"FLAMINGO ELEMENTARY SCHOOL",721,41,"0,05686546463"
6,BROWARD,2551,"CORAL SPRINGS PK-8",789,76,"0,09632446134"
6,BROWARD,2561,"CORAL SPRINGS MIDDLE SCHOOL",1264,54,"0,04272151898"
6,BROWARD,2571,"PIONEER MIDDLE SCHOOL",1382,44,"0,03183791606"
6,BROWARD,2611,"BAIR MIDDLE SCHOOL",970,125,"0,12886597938"
6,BROWARD,2621,"TAMARAC ELEMENTARY SCHOOL",970,78,"0,08041237113"
6,BROWARD,2631,"FOREST HILLS ELEMENTARY SCHOOL",727,75,"0,10316368638"
6,BROWARD,2641,"CENTRAL PARK ELEMENTARY SCHOOL",1059,54,"0,05099150141"
6,BROWARD,2661,"PEMBROKE LAKES ELEMENTARY SCHOOL",665,31,"0,04661654135"
6,BROWARD,2671,"NOB HILL ELEMENTARY SCHOOL",611,57,"0,09328968903"
6,BROWARD,2681,"WESTCHESTER ELEMENTARY SCHOOL",1301,100,"0,0768639508"
6,BROWARD,2691,"MORROW ELEMENTARY SCHOOL",528,53,"0,10037878787"
6,BROWARD,2711,"RAMBLEWOOD MIDDLE SCHOOL",1249,92,"0,07365892714"
6,BROWARD,2721,"RAMBLEWOOD ELEMENTARY SCHOOL",903,85,"0,09413067552"
6,BROWARD,2741,"MAPLEWOOD ELEMENTARY SCHOOL",841,93,"0,11058263971"
6,BROWARD,2751,"J. P. TARAVELLA HIGH SCHOOL",3385,143,"0,0422451994"
6,BROWARD,2801,"DAVIE ELEMENTARY SCHOOL",932,57,"0,06115879828"
6,BROWARD,2811,"PINEWOOD ELEMENTARY SCHOOL",661,61,"0,09228441754"
6,BROWARD,2831,"WESTERN HIGH SCHOOL",3341,300,"0,089793475"
6,BROWARD,2851,"GRIFFIN ELEMENTARY SCHOOL",648,37,"0,05709876543"
6,BROWARD,2861,"PINES LAKES ELEMENTARY SCHOOL",697,79,"0,11334289813"
6,BROWARD,2871,"SEA CASTLE ELEMENTARY SCHOOL",967,51,"0,05274043433"
6,BROWARD,2881,"WELLEBY ELEMENTARY SCHOOL",812,51,"0,06280788177"
6,BROWARD,2891,"RIVERGLADES ELEMENTARY SCHOOL",705,23,"0,03262411347"
6,BROWARD,2942,"EVERGLADES ELEMENTARY SCHOOL",1192,56,"0,04697986577"
6,BROWARD,2961,"CHAPEL TRAIL ELEMENTARY SCHOOL",828,30,"0,03623188405"
6,BROWARD,2971,"SILVER LAKES MIDDLE SCHOOL",806,30,"0,03722084367"
6,BROWARD,2981,"COUNTRY ISLES ELEMENTARY SCHOOL",1137,84,"0,07387862796"
6,BROWARD,3001,"WALTER C. YOUNG MIDDLE SCHOOL",1176,30,"0,02551020408"
6,BROWARD,3011,"MARJORY STONEMAN DOUGLAS HIGH SCHOOL",3370,105,"0,03115727002"
6,BROWARD,3031,"RIVERSIDE ELEMENTARY SCHOOL",818,33,"0,04034229828"
6,BROWARD,3041,"CORAL PARK ELEMENTARY SCHOOL",728,60,"0,08241758241"
6,BROWARD,3051,"FOREST GLEN MIDDLE SCHOOL",1464,51,"0,03483606557"
6,BROWARD,3061,"SANDPIPER ELEMENTARY SCHOOL",620,45,"0,07258064516"
6,BROWARD,3081,"SILVER RIDGE ELEMENTARY SCHOOL",1198,84,"0,07011686143"
6,BROWARD,3091,"WINSTON PARK ELEMENTARY SCHOOL",1299,80,"0,06158583525"
6,BROWARD,3101,"LYONS CREEK MIDDLE SCHOOL",2058,56,"0,02721088435"
6,BROWARD,3111,"COUNTRY HILLS ELEMENTARY SCHOOL",896,51,"0,05691964285"
6,BROWARD,3121,"QUIET WATERS ELEMENTARY SCHOOL",1492,143,"0,09584450402"
6,BROWARD,3131,"HAWKES BLUFF ELEMENTARY SCHOOL",898,42,"0,04677060133"
6,BROWARD,3151,"TEQUESTA TRACE MIDDLE SCHOOL",1553,116,"0,07469414037"
6,BROWARD,3171,"PARK SPRINGS ELEMENTARY SCHOOL",1067,80,"0,07497656982"
6,BROWARD,3181,"INDIAN TRACE ELEMENTARY SCHOOL",789,46,"0,05830164765"
6,BROWARD,3191,"EMBASSY CREEK ELEMENTARY SCHOOL",1199,23,"0,01918265221"
6,BROWARD,3221,"CHARLES DREW ELEMENTARY SCHOOL",681,76,"0,11160058737"
6,BROWARD,3222,"CROSS CREEK SCHOOL",137,62,"0,45255474452"
6,BROWARD,3291,"THURGOOD MARSHALL ELEMENTARY SCHOOL",549,57,"0,10382513661"
6,BROWARD,3301,"ENDEAVOUR PRIMARY LEARNING CENTER",533,71,"0,13320825515"
6,BROWARD,3311,"PALM COVE ELEMENTARY SCHOOL",862,64,"0,07424593967"
6,BROWARD,3321,"VIRGINIA SHUMAN YOUNG ELEMENTARY SCHOOL",736,23,"0,03125"
6,BROWARD,3331,"SILVER TRAIL MIDDLE SCHOOL",1528,45,"0,02945026178"
6,BROWARD,3371,"SILVER LAKES ELEMENTARY SCHOOL",511,20,"0,03913894324"
6,BROWARD,3391,"CHARLES W FLANAGAN HIGH SCHOOL",3065,151,"0,04926590538"
6,BROWARD,3401,"SAWGRASS ELEMENTARY SCHOOL",1145,77,"0,06724890829"
6,BROWARD,3431,"SAWGRASS SPRINGS MIDDLE SCHOOL",1235,109,"0,08825910931"
6,BROWARD,3441,"EAGLE RIDGE ELEMENTARY SCHOOL",910,48,"0,05274725274"
6,BROWARD,3461,"EAGLE POINT ELEMENTARY SCHOOL",1463,53,"0,03622693096"
6,BROWARD,3471,"INDIAN RIDGE MIDDLE SCHOOL",1869,109,"0,05831995719"
6,BROWARD,3481,"TRADEWINDS ELEMENTARY SCHOOL",1435,86,"0,05993031358"
6,BROWARD,3491,"SILVER PALMS ELEMENTARY SCHOOL",666,31,"0,04654654654"
6,BROWARD,3531,"FOX TRAIL ELEMENTARY SCHOOL",1361,94,"0,0690668626"
6,BROWARD,3541,"MONARCH HIGH SCHOOL",2556,320,"0,12519561815"
6,BROWARD,3571,"PANTHER RUN ELEMENTARY SCHOOL",615,30,"0,0487804878"
6,BROWARD,3581,"SILVER SHORES ELEMENTARY SCHOOL",551,45,"0,08166969147"
6,BROWARD,3591,"LAKESIDE ELEMENTARY SCHOOL",866,44,"0,05080831408"
6,BROWARD,3622,"FALCON COVE MIDDLE SCHOOL",2325,67,"0,0288172043"
6,BROWARD,3623,"CYPRESS BAY HIGH SCHOOL",4786,120,"0,02507312996"
6,BROWARD,3631,"PARKSIDE ELEMENTARY SCHOOL",830,41,"0,04939759036"
6,BROWARD,3642,"GATOR RUN ELEMENTARY SCHOOL",1416,67,"0,04731638418"
6,BROWARD,3651,"DAVE THOMAS EDUCATION CENTER",972,546,"0,56172839506"
6,BROWARD,3661,"SUNSET LAKES ELEMENTARY SCHOOL",872,36,"0,04128440366"
6,BROWARD,3701,"ROCK ISLAND ELEMENTARY SCHOOL",619,77,"0,12439418416"
6,BROWARD,3731,"EVERGLADES HIGH SCHOOL",2597,201,"0,07739699653"
6,BROWARD,3741,"COCONUT PALM ELEMENTARY SCHOOL",978,39,"0,03987730061"
6,BROWARD,3751,"DOLPHIN BAY ELEMENTARY SCHOOL",777,34,"0,04375804375"
6,BROWARD,3761,"PARK LAKES ELEMENTARY SCHOOL",1386,126,"0,0909090909"
6,BROWARD,3771,"CHALLENGER ELEMENTARY SCHOOL",1085,75,"0,06912442396"
6,BROWARD,3781,"PARK TRAILS ELEMENTARY SCHOOL",1393,76,"0,05455850681"
6,BROWARD,3821,"LIBERTY ELEMENTARY SCHOOL",1178,104,"0,0882852292"
6,BROWARD,3841,"MANATEE BAY ELEMENTARY SCHOOL",1254,67,"0,05342902711"
6,BROWARD,3851,"COLLEGE ACADEMY AT BROWARD COLLEGE",463,4,"0,00863930885"
6,BROWARD,3861,"CORAL GLADES HIGH SCHOOL",2653,185,"0,06973237843"
6,BROWARD,3871,"WESTGLADES MIDDLE SCHOOL",1649,56,"0,03395997574"
6,BROWARD,3911,"NEW RENAISSANCE MIDDLE SCHOOL",1043,6,"0,00575263662"
6,BROWARD,3931,"GULFSTREAM MIDDLE SCHOOL",613,15,"0,02446982055"
6,BROWARD,3961,"HERON HEIGHTS ELEMENTARY SCHOOL",1041,39,"0,03746397694"
6,BROWARD,3962,"DISCOVERY ELEMENTARY SCHOOL",1086,55,"0,05064456721"
6,BROWARD,3971,"WEST BROWARD HIGH SCHOOL",2876,206,"0,07162726008"
6,BROWARD,4772,"MILLENNIUM MIDDLE SCHOOL",1608,17,"0,0105721393"
6,BROWARD,5001,"BEN GAMLA CHARTER SCHOOL NORTH CAMPUS",68,7,"0,10294117647"
6,BROWARD,5002,"SOMERSET ACADEMY VILLAGE CHARTER MIDDLE SCHOOL",101,19,"0,18811881188"
6,BROWARD,5003,"SOMERSET PREPARATORY ACADEMY CHARTER SCHOOL AT NORTH LAUDERDALE",764,23,"0,03010471204"
6,BROWARD,5004,"SOMERSET VILLAGE ACADEMY",265,29,"0,10943396226"
6,BROWARD,5005,"BEN GAMLA CHARTER HIGH SCHOOL",77,0,0
6,BROWARD,5006,"SOMERSET PREPARATORY ACADEMY CHARTER HIGH AT NORTH LAUDERDALE",228,12,"0,05263157894"
6,BROWARD,5007,"SOMERSET ACADEMY CHARTER HIGH SCHOOL MIRAMAR CAMPUS",320,5,"0,015625"
6,BROWARD,5009,"MAVERICKS HIGH OF NORTH BROWARD COUNTY",404,219,"0,54207920792"
6,BROWARD,5010,"FRANKLIN ACADEMY B",1172,58,"0,0494880546"
6,BROWARD,5012,"FRANKLIN ACADEMY A",1262,36,"0,02852614896"
6,BROWARD,5014,"RENAISSANCE CHARTER MIDDLE SCHOOL AT PINES",409,10,"0,02444987775"
6,BROWARD,5015,"AVANT GARDE ACADEMY K-8 BROWARD",1031,41,"0,03976721629"
6,BROWARD,5020,"RENAISSANCE CHARTER SCHOOL OF CORAL SPRINGS",1542,29,"0,01880674448"
6,BROWARD,5021,"SOMERSET NEIGHBORHOOD SCHOOL",582,22,"0,03780068728"
6,BROWARD,5023,"RENAISSANCE CHARTER SCHOOL OF PLANTATION",1174,5,"0,00425894378"
6,BROWARD,5024,"IMAGINE SCHOOLS AT BROWARD",905,26,"0,02872928176"
6,BROWARD,5025,"BEN GAMLA CHARTER SCHOOL HALLANDALE",39,4,"0,10256410256"
6,BROWARD,5026,"CHARTER SCHOOL OF EXCELLENCE DAVIE 2",48,1,"0,02083333333"
6,BROWARD,5028,"ACADEMIC SOLUTIONS HIGH SCHOOL",367,20,"0,0544959128"
6,BROWARD,5029,"ATLANTIC MONTESSORI CHARTER SCHOOL",142,19,"0,1338028169"
6,BROWARD,5030,"SOMERSET PINES ACADEMY",520,15,"0,02884615384"
6,BROWARD,5031,"CHARTER SCHOOL OF EXCELLENCE",288,20,"0,06944444444"
6,BROWARD,5032,"FLAGLER HIGH",516,375,"0,72674418604"
6,BROWARD,5037,"FRANKLIN ACADEMY E",891,1,"0,00112233445"
6,BROWARD,5038,"BROWARD MATH AND SCIENCE SCHOOLS",218,8,"0,0366972477"
6,BROWARD,5041,"CENTRAL CHARTER SCHOOL",1016,64,"0,06299212598"
6,BROWARD,5042,"IMAGINE MIDDLE SCHOOL WEST",269,8,"0,02973977695"
6,BROWARD,5044,"IMAGINE SCHOOL SOUTH CAMPUS",367,18,"0,04904632152"
6,BROWARD,5046,"FRANKLIN ACADEMY F",475,0,0
6,BROWARD,5048,"RENAISSANCE CHARTER SCHOOL AT UNIVERSITY",1477,80,"0,05416384563"
6,BROWARD,5049,"RENAISSANCE CHARTER SCHOOL AT COOPER CITY",1273,16,"0,01256873527"
6,BROWARD,5051,"CITY OF PEMBROKE PINES CHARTER",1934,35,"0,01809720785"
6,BROWARD,5052,"WEST BROWARD ACADEMY AT EXCELSIOR",32,0,0
6,BROWARD,5054,"SOMERSET MIRAMAR SOUTH K-5",132,8,"0,0606060606"
6,BROWARD,5059,"FLORIDA VIRTUAL ACADEMY AT BROWARD COUNTY",316,190,"0,60126582278"
6,BROWARD,5060,"SUNED HIGH SCHOOL",626,439,"0,70127795527"
6,BROWARD,5081,"CITY/PEMBROKE PINES CHARTER MIDDLE SCHOOL",1324,28,"0,02114803625"
6,BROWARD,5091,"CITY OF CORAL SPRINGS CHARTER",1673,77,"0,0460251046"
6,BROWARD,5109,"PARAMOUNT CHARTER SCHOOL",323,0,0
6,BROWARD,5111,"IMAGINE CHARTER SCHOOL AT WESTON",712,10,"0,01404494382"
6,BROWARD,5116,"BRIDGEPREP ACADEMY OF HOLLYWOOD HILLS",378,2,"0,00529100529"
6,BROWARD,5121,"CITY/PEMBROKE PINES CHARTER HIGH SCHOOL",2037,136,"0,06676485027"
6,BROWARD,5130,"GREENTREE PREPARATORY CHARTER SCHOOL",113,9,"0,07964601769"
6,BROWARD,5141,"SOMERSET ACADEMY",964,39,"0,04045643153"
6,BROWARD,5142,"FRANKLIN ACADEMY 3",121,9,"0,07438016528"
6,BROWARD,5151,"SOMERSET ACADEMY MIDDLE SCHOOL",850,87,"0,10235294117"
6,BROWARD,5161,"NORTH BROWARD ACADEMY OF EXCELLENCE",704,1,"0,00142045454"
6,BROWARD,5164,"ATLANTIC MONTESSORI CHARTER SCHOOL WEST CAMPUS",129,0,0
6,BROWARD,5171,"IMAGINE CHARTER/N LAUDERDALE",718,80,"0,11142061281"
6,BROWARD,5177,"INNOVATION CHARTER SCHOOL",269,30,"0,11152416356"
6,BROWARD,5182,"BEN GAMLA PREPARATORY CHARTER HIGH SCHOOL",202,0,0
6,BROWARD,5201,"CHARTER SCHOOL OF EXCELLENCE TAMARAC 1",438,12,"0,02739726027"
6,BROWARD,5204,"BEN GAMLA PREPARATORY SCHOOL",217,0,0
6,BROWARD,5209,"ASCEND CAREER ACADEMY",133,27,"0,20300751879"
6,BROWARD,5211,"SOMERSET ACADEMY DAVIE CHARTER",150,1,"0,00666666666"
6,BROWARD,5221,"SOMERSET ACADEMY CHARTER HIGH",1081,265,"0,24514338575"
6,BROWARD,5271,"CHARTER SCHOOL OF EXCELLENCE AT DAVIE",325,17,"0,0523076923"
6,BROWARD,5281,"CHARTER SCHOOL OF EXCELLENCE AT RIVERLAND",131,12,"0,09160305343"
6,BROWARD,5291,"CHARTER SCHOOL OF EXCELLENCE TAMARAC 2",32,0,0
6,BROWARD,5322,"PIVOT CHARTER SCHOOL",228,94,"0,41228070175"
6,BROWARD,5323,"MELROSE HIGH",627,394,"0,6283891547"
6,BROWARD,5325,"HOLLYWOOD ACADEMY OF ARTS & SCIENCE",1136,4,"0,00352112676"
6,BROWARD,5331,"DOLPHIN PARK HIGH",523,325,"0,62141491395"
6,BROWARD,5341,"NORTH UNIVERSITY HIGH",565,333,"0,58938053097"
6,BROWARD,5351,"LAUDERHILL HIGH",673,446,"0,66270430906"
6,BROWARD,5355,"EAGLES NEST CHARTER ACADEMY",381,9,"0,02362204724"
6,BROWARD,5356,"EAGLES NEST MIDDLE CHARTER SCHOOL",25,2,"0,08"
6,BROWARD,5361,"CHAMPIONSHIP ACADEMY OF DISTINCTION AT HOLLYWOOD",487,33,"0,06776180698"
6,BROWARD,5362,"HOLLYWOOD ACADEMY OF ARTS AND SCIENCE MIDDLE SCHOOL",419,5,"0,01193317422"
6,BROWARD,5371,"NORTH BROWARD ACADEMY OF EXCELLENCE MIDDLE SCHOOL",354,0,0
6,BROWARD,5372,"PATHWAYS ACADEMY K-8 CENTER",311,15,"0,04823151125"
6,BROWARD,5381,"PARAGON ACADEMY OF TECHNOLOGY",156,16,"0,10256410256"
6,BROWARD,5387,"SOMERSET ACADEMY HOLLYWOOD",20,0,0
6,BROWARD,5388,"SOMERSET ACADEMY POMPANO (K-5)",170,10,"0,05882352941"
6,BROWARD,5390,"NEW GENERATION PREPARATORY HIGH SCHOOL OF PERFORMING ARTS",99,0,0
6,BROWARD,5391,"SOMERSET ACADEMY EAST PREPARATORY",284,0,0
6,BROWARD,5392,"BEN GAMLA CHARTER SCHOOL SOUTH BROWARD",452,55,"0,12168141592"
6,BROWARD,5393,"EXCELSIOR CHARTER OF BROWARD",166,10,"0,06024096385"
6,BROWARD,5394,"CHARTER SCHOOL OF EXCELLENCE 2",30,2,"0,06666666666"
6,BROWARD,5396,"SOMERSET ARTS CONSERVATORY",129,22,"0,17054263565"
6,BROWARD,5397,"CHARTER SCHOOLS OF EXCELLENCE RIVERLAND",34,2,"0,05882352941"
6,BROWARD,5400,"SUNSHINE ELEMENTARY CHARTER SCHOOL",347,38,"0,10951008645"
6,BROWARD,5403,"BROWARD COMMUNITY CHARTER WEST",302,46,"0,15231788079"
6,BROWARD,5405,"SOMERSET ACADEMY ELEMENTARY (MIRAMAR CAMPUS)",619,25,"0,04038772213"
6,BROWARD,5406,"SOMERSET ACADEMY MIDDLE (MIRAMAR CAMPUS)",437,24,"0,05491990846"
6,BROWARD,5407,"EVEREST CHARTER SCHOOL",78,5,"0,0641025641"
6,BROWARD,5409,"KIDZ CHOICE CHARTER SCHOOL",168,11,"0,06547619047"
6,BROWARD,5410,"BEN GAMLA CHARTER SCHOOL",595,42,"0,07058823529"
6,BROWARD,5412,"DISCOVERY MIDDLE CHARTER SCHOOL",146,16,"0,10958904109"
6,BROWARD,5413,"SOMERSET ACADEMY POMPANO MIDDLE (6-8)",22,1,"0,04545454545"
6,BROWARD,5416,"INTERNATIONAL SCHOOL OF BROWARD",275,0,0
6,BROWARD,5417,"IGENERATION EMPOWERMENT ACADEMY OF BROWARD COUNTY",194,2,"0,01030927835"
6,BROWARD,5418,"HENRY MCNEAL TURNER LEARNING ACADEMY",70,0,0
6,BROWARD,5419,"SOMERSET ACADEMY HOLLYWOOD MIDDLE SCHOOL",13,0,0
6,BROWARD,5420,"RISE ACADEMY SCHOOL OF SCIENCE AND TECHNOLOGY",323,4,"0,01238390092"
6,BROWARD,5421,"ALPHA INTERNATIONAL ACADEMY",108,4,"0,03703703703"
6,BROWARD,5422,"CHAMPIONSHIP ACADEMY OF DISTINCTION AT DAVIE",664,1,"0,00150602409"
6,BROWARD,5441,"SOMERSET PREPARATORY CHARTER MIDDLE SCHOOL",348,0,0
6,BROWARD,5481,"MAVERICKS HIGH OF CENTRAL BROWARD COUNTY",526,282,"0,536121673"
6,BROWARD,5501,"ARC BROWARD, INC.",85,40,"0,47058823529"
6,BROWARD,5511,"ANN STORCK CENTER, INC.",44,15,"0,3409090909"
6,BROWARD,5521,"BAUDHUIN ORAL SCHOOL-NOVA UNIVERSITY",137,58,"0,42335766423"
6,BROWARD,5531,"BROWARD CHILDREN'S CENTER NORTH",71,25,"0,35211267605"
