"Student Average Daily Attendance/Average Daily Membership Report by School
2015-16, Final Survey 5",,,,,,,,,,,,,
"*To provide meaningful results and to protect the privacy of individual students, data are displayed only when the total number of students in a group is at least 10 and when the performance of individuals would not be disclosed. Data for groups less than 10 are displayed with an asterisk (*).",,,,,,,,,,,,,
DISTRICT,"DISTRICT NAME","School #","School Name","DAYS PRESENT","DAYS ABSENT","TOTAL DAYS","% PRESENT","AVERAGE DAILY ATTENDANCE","AVERAGE DAILY MEMBERSHIP","SUMMER DAYS PRESENT","SUMMER DAYS ABSENT","TOTAL SUMMER DAYS ","% SUMMER DAYS PRESENT"
13,DADE,91,"BOB GRAHAM EDUCATION CENTER",310025,11122,321147,"0,96536788448",1722,1784,0,0,0,
13,DADE,92,"NORMAN S. EDELCUP/SUNNY ISLES BEACH K-8",363849,20728,384577,"0,94610182096",2021,2137,0,0,0,
13,DADE,100,"MATER ACADEMY",191669,7519,199188,"0,96225174207",1065,1107,0,0,0,
13,DADE,101,"ARCOLA LAKE ELEMENTARY SCHOOL",97139,6972,104111,"0,93303301284",540,578,0,0,0,
13,DADE,102,"MIAMI COMMUNITY CHARTER SCHOOL",90017,4989,95006,"0,9474875271",500,528,0,0,0,
13,DADE,111,"MAYA ANGELOU ELEMENTARY SCHOOL",132619,8150,140769,"0,94210373022",737,782,0,0,0,
13,DADE,121,"AUBURNDALE ELEMENTARY SCHOOL",154700,9868,164568,"0,94003694521",859,914,0,0,0,
13,DADE,122,"DR. ROLANDO ESPINOSA K-8 CENTER",296447,13669,310116,"0,95592294496",1647,1723,0,0,0,
13,DADE,125,"NORMA BUTLER BOSSARD ELEMENTARY SCHOOL",204807,9465,214272,"0,95582717293",1138,1190,0,0,0,
13,DADE,161,"AVOCADO ELEMENTARY SCHOOL",73305,5031,78336,"0,93577665441",407,435,0,0,0,
13,DADE,201,"BANYAN ELEMENTARY SCHOOL",64865,3406,68271,"0,95011058868",360,379,1588,334,1922,"0,8262226847"
13,DADE,211,"DR. MANUEL C. BARREIRO ELEMENTARY SCHOOL",138744,6139,144883,"0,95762787904",771,805,0,0,0,
13,DADE,231,"AVENTURA WATERWAYS K-8 CENTER",343723,16467,360190,"0,95428246203",1910,2001,0,0,0,
13,DADE,241,"RUTH K. BROAD BAY HARBOR K-8 CENTER",230352,10267,240619,"0,95733088409",1280,1337,0,0,0,
13,DADE,251,"ETHEL KOGER BECKHAM ELEMENTARY",143231,4606,147837,"0,96884406474",796,821,0,0,0,
13,DADE,261,"BEL-AIRE ELEMENTARY SCHOOL",67421,4460,71881,"0,93795300566",375,399,2390,382,2772,"0,86219336219"
13,DADE,271,"BENT TREE ELEMENTARY SCHOOL",89500,4428,93928,"0,95285750787",497,522,0,0,0,
13,DADE,311,"GOULDS ELEMENTARY SCHOOL",107954,7789,115743,"0,93270435361",600,643,0,0,0,
13,DADE,312,"MATER GARDENS ACADEMY",100919,3240,104159,"0,96889371057",561,579,306,52,358,"0,85474860335"
13,DADE,321,"BISCAYNE ELEMENTARY SCHOOL",124722,8060,132782,"0,93929900137",693,738,0,0,0,
13,DADE,331,"CHAPMAN PARTNERSHIP EARLY CHILDHOOD CENTER N",5761,1884,7645,"0,75356442119",32,42,258,204,462,"0,55844155844"
13,DADE,332,"SOMERSET ACADEMY (SILVER PALMS)",121595,4983,126578,"0,96063296939",676,703,0,0,0,
13,DADE,339,"SOMERSET ACADEMY CHARTER ELEMENTARY SCHOOL (SOUTH HOMESTEAD)",82469,4046,86515,"0,95323354331",458,481,0,0,0,
13,DADE,341,"ARCHCREEK ELEMENTARY SCHOOL",98329,4122,102451,"0,9597661321",546,569,0,0,0,
13,DADE,342,"PINECREST ACADEMY (SOUTH CAMPUS)",130555,4193,134748,"0,96888265503",725,749,0,0,0,
13,DADE,351,"CHAPMAN PARTNERSHIP EARLY CHILDHOOD CENTER SOUTH",12888,2745,15633,"0,82440990213",72,87,293,322,615,"0,47642276422"
13,DADE,361,"BISCAYNE GARDENS ELEMENTARY",102250,5439,107689,"0,94949344872",568,598,0,0,0,
13,DADE,400,"RENAISSANCE ELEMENTARY CHARTER SCHOOL",157313,6596,163909,"0,95975815849",874,911,0,0,0,
13,DADE,401,"VAN E. BLANTON ELEMENTARY SCHOOL",101951,4058,106009,"0,9617202313",566,589,0,0,0,
13,DADE,410,"ACADEMIR CHARTER SCHOOL WEST",107161,3652,110813,"0,96704357791",595,616,0,0,0,
13,DADE,441,"BLUE LAKES ELEMENTARY SCHOOL",86538,5373,91911,"0,94154127362",481,511,0,0,0,
13,DADE,451,"BOWMAN ASHE/DOOLIN K-8 ACADEMY",191696,10097,201793,"0,94996357653",1065,1121,4401,465,4866,"0,90443896424"
13,DADE,461,"BRENTWOOD ELEMENTARY SCHOOL",107321,4419,111740,"0,96045283694",596,621,0,0,0,
13,DADE,481,"JAMES H. BRIGHT ELEMENTARY/J.W. JOHNSON ELEMENTARY",111469,6615,118084,"0,94398055621",619,656,0,0,0,
13,DADE,510,"ARCHIMEDEAN ACADEMY",102056,4171,106227,"0,9607350297",567,590,0,0,0,
13,DADE,520,"SOMERSET ACADEMY CHARTER",100099,4753,104852,"0,95466943882",556,583,0,0,0,
13,DADE,521,"BROADMOOR ELEMENTARY SCHOOL",80465,4832,85297,"0,94335087986",447,474,0,0,0,
13,DADE,561,"W. J. BRYAN ELEMENTARY",124855,4905,129760,"0,96219944512",694,721,0,0,0,
13,DADE,600,"PINECREST PREPARATORY ACADEMY",112964,4089,117053,"0,96506710635",628,650,0,0,0,
13,DADE,641,"BUNCHE PARK ELEMENTARY SCHOOL",65113,3561,68674,"0,94814631447",362,382,3627,934,4561,"0,79522034641"
13,DADE,651,"CAMPBELL DRIVE K-8 CENTER",159597,12045,171642,"0,92982486803",887,954,0,0,0,
13,DADE,661,"CARIBBEAN K-8 CENTER",113515,7010,120525,"0,94183779298",631,670,0,0,0,
13,DADE,671,"CALUSA ELEMENTARY SCHOOL",149770,5967,155737,"0,96168540552",832,865,0,0,0,
13,DADE,681,"CAROL CITY ELEMENTARY SCHOOL",81330,4217,85547,"0,95070546015",452,475,0,0,0,
13,DADE,721,"GEORGE W. CARVER ELEMENTARY SCHOOL",68241,2882,71123,"0,95947864966",379,395,0,0,0,
13,DADE,761,"FIENBERG/FISHER K-8 CENTER",145703,8323,154026,"0,94596366847",809,856,3319,558,3877,"0,85607428424"
13,DADE,771,"DR. WILLIAM A. CHAPMAN ELEMENTARY SCHOOL",90468,7725,98193,"0,92132840426",503,546,0,0,0,
13,DADE,801,"CITRUS GROVE ELEMENTARY SCHOOL",146756,9563,156319,"0,9388238154",815,868,5193,786,5979,"0,86853988961"
13,DADE,831,"CLAUDE PEPPER ELEMENTARY SCHOOL",107726,5571,113297,"0,95082835379",598,629,0,0,0,
13,DADE,841,"COCONUT GROVE ELEMENTARY SCHOOL",83172,3277,86449,"0,96209325729",462,480,0,0,0,
13,DADE,861,"COLONIAL DRIVE ELEMENTARY SCHOOL",52456,2832,55288,"0,94877731153",291,307,2881,665,3546,"0,81246474901"
13,DADE,881,"COMSTOCK ELEMENTARY SCHOOL",95761,7069,102830,"0,93125547019",532,571,0,0,0,
13,DADE,921,"NEVA KING COOPER EDUCATIONAL CENTER",16847,2549,19396,"0,86858115075",94,108,1355,318,1673,"0,80992229527"
13,DADE,950,"AVENTURA CITY OF EXCELLENCE SCHOOL",175336,8140,183476,"0,9556345244",974,1019,0,0,0,
13,DADE,961,"CORAL GABLES PREPARATORY ACADEMY",145118,4469,149587,"0,9701244092",806,831,0,0,0,
13,DADE,1000,"TRUE NORTH CLASSICAL ACADEMY",30589,1249,31838,"0,96077014887",170,177,0,0,0,
13,DADE,1001,"CORAL PARK ELEMENTARY SCHOOL",211282,9272,220554,"0,95796040878",1174,1225,0,0,0,
13,DADE,1010,"THE CHARTER SCHOOL AT WATERSTONE",165369,7889,173258,"0,95446674901",919,963,0,0,0,
13,DADE,1014,"HIGHLY INQUISITIVE AND VERSATILE EDUCATION (HIVE) PREPARATORY SCHOOL",99445,3919,103364,"0,9620854456",552,574,347,31,378,"0,91798941798"
13,DADE,1017,"MATER ACADEMY OF INTERNATIONAL STUDIES",92610,3829,96439,"0,96029614575",515,536,0,0,0,
13,DADE,1020,"YOUTH CO-OP CHARTER SCHOOL",164047,7566,171613,"0,95591243087",911,953,0,0,0,
13,DADE,1041,"CORAL REEF ELEMENTARY SCHOOL",152424,5589,158013,"0,96462949251",847,878,0,0,0,
13,DADE,1070,"SOUTH FLORIDA AUTISM CHARTER SCHOOL INC",29610,1909,31519,"0,93943335765",165,175,0,0,0,
13,DADE,1081,"CORAL TERRACE ELEMENTARY SCHOOL",81489,3933,85422,"0,95395799676",453,475,0,0,0,
13,DADE,1121,"CORAL WAY K-8 CENTER",251377,9958,261335,"0,96189565117",1397,1452,0,0,0,
13,DADE,1161,"CRESTVIEW ELEMENTARY SCHOOL",71057,2777,73834,"0,96238860145",395,410,0,0,0,
13,DADE,1241,"CUTLER RIDGE ELEMENTARY SCHOOL",104396,5190,109586,"0,95263993575",580,609,0,0,0,
13,DADE,1281,"CYPRESS K-8 CENTER",54275,2384,56659,"0,95792371909",302,315,0,0,0,
13,DADE,1331,"DEVON AIRE K-8 CENTER",265335,10397,275732,"0,96229309619",1474,1532,0,0,0,
13,DADE,1361,"FREDERICK R. DOUGLASS ELEMENTARY",32975,2297,35272,"0,93487752324",183,196,0,0,0,
13,DADE,1371,"MARJORY STONEMAN DOUGLAS ELEM",172579,8228,180807,"0,95449291233",959,1004,1400,321,1721,"0,81348053457"
13,DADE,1401,"CHARLES R DREW K-8 CENTER",75348,4765,80113,"0,94052151336",419,445,0,0,0,
13,DADE,1441,"PAUL LAURENCE DUNBAR K-8 CENTER",67274,4742,72016,"0,93415352143",374,400,1357,264,1621,"0,8371375694"
13,DADE,1481,"JOHN G. DUPUIS ELEMENTARY SCHOOL",101783,4936,106719,"0,95374769253",565,593,0,0,0,
13,DADE,1521,"AMELIA EARHART ELEMENTARY SCHOOL",78500,5606,84106,"0,93334601574",436,467,0,0,0,
13,DADE,1561,"EARLINGTON HEIGHTS ELEMENTARY SCHOOL",78049,5713,83762,"0,9317948473",434,465,0,0,0,
13,DADE,1601,"EDISON PARK K-8 CENTER",78615,4765,83380,"0,94285200287",437,463,2022,400,2422,"0,83484723369"
13,DADE,1641,"EMERSON ELEMENTARY SCHOOL",62311,2303,64614,"0,96435756956",346,359,0,0,0,
13,DADE,1681,"LILLIE C. EVANS K-8 CENTER",74629,3518,78147,"0,95498227699",415,434,2607,436,3043,"0,85672034176"
13,DADE,1691,"CHRISTINA M. EVE ELEMENTARY SCHOOL",144323,5587,149910,"0,96273097191",802,833,0,0,0,
13,DADE,1721,"EVERGLADES K-8 CENTER",184403,8917,193320,"0,95387440513",1024,1074,0,0,0,
13,DADE,1761,"DAVID FAIRCHILD ELEMENTARY SCHOOL",107647,4470,112117,"0,96013093464",598,623,0,0,0,
13,DADE,1801,"FAIRLAWN ELEMENTARY SCHOOL",113332,4179,117511,"0,96443737182",630,653,0,0,0,
13,DADE,1811,"DANTE B. FASCELL ELEMENTARY SCHOOL",91286,4384,95670,"0,95417581268",507,532,660,100,760,"0,86842105263"
13,DADE,1841,"FLAGAMI ELEMENTARY SCHOOL",77606,2682,80288,"0,96659525707",431,446,0,0,0,
13,DADE,1881,"HENRY M. FLAGLER ELEMENTARY SCHOOL",134032,6413,140445,"0,95433799708",745,780,0,0,0,
13,DADE,1921,"FLAMINGO ELEMENTARY SCHOOL",111235,4819,116054,"0,95847622658",618,645,0,0,0,
13,DADE,2001,"FLORIDA CITY ELEMENTARY SCHOOL",143376,8974,152350,"0,94109616015",797,846,0,0,0,
13,DADE,2002,"ACADEMIR PREPARATORY ACADEMY",17350,927,18277,"0,94928051649",96,102,0,0,0,
13,DADE,2003,"BRIDGEPREP ACADEMY SOUTH",85071,3590,88661,"0,9595086904",473,493,0,0,0,
13,DADE,2004,"ISAAC: INTEGRATED SCIENCE AND ASIAN CULTURE ACADEMY",15399,549,15948,"0,96557562076",86,89,0,0,0,
13,DADE,2006,"RICHARD ALLEN LEADERSHIP ACADEMY",10104,797,10901,"0,92688744151",56,61,0,0,0,
13,DADE,2007,"SOMERSET ACADEMY ELEMENTARY SCHOOL SOUTH MIAMI CAMPUS",74322,1831,76153,"0,9759562985",413,423,0,0,0,
13,DADE,2012,"SOMERSET ARTS ACADEMY",65493,3486,68979,"0,94946288",364,383,0,0,0,
13,DADE,2013,"BRIDGEPREP ACADEMY OF GREATER MIAMI",78587,5239,83826,"0,93750149118",437,466,0,0,0,
13,DADE,2021,"GLORIA FLOYD ELEMENTARY SCHOOL",101572,4971,106543,"0,95334278178",564,592,0,0,0,
13,DADE,2041,"BENJAMIN FRANKLIN K-8 CENTER",100107,3273,103380,"0,96834010446",556,574,0,0,0,
13,DADE,2060,"THEODORE R. AND THELMA A. GIBSON CHARTER SCHOOL",44533,4233,48766,"0,91319771972",247,271,0,0,0,
13,DADE,2081,"FULFORD ELEMENTARY SCHOOL",96011,4196,100207,"0,95812667777",533,557,0,0,0,
13,DADE,2111,"HIALEAH GARDENS ELEMENTARY SCHOOL",161306,7728,169034,"0,95428138717",896,939,0,0,0,
13,DADE,2151,"JACK DAVID GORDON ELEMENTARY SCHOOL",188102,7927,196029,"0,9595621056",1045,1089,0,0,0,
13,DADE,2161,"GOLDEN GLADES ELEMENTARY SCHOOL",42855,2849,45704,"0,93766409942",238,254,0,0,0,
13,DADE,2181,"JOELLA GOOD ELEMENTARY SCHOOL",162060,7882,169942,"0,95361947017",900,944,3666,755,4421,"0,82922415743"
13,DADE,2191,"SPANISH LAKE ELEMENTARY SCHOOL",286565,13446,300011,"0,95518164333",1592,1667,0,0,0,
13,DADE,2241,"GRATIGNY ELEMENTARY SCHOOL",104063,5442,109505,"0,9503036391",578,608,0,0,0,
13,DADE,2261,"GREENGLADE ELEMENTARY SCHOOL",93273,4298,97571,"0,95595002613",518,542,0,0,0,
13,DADE,2281,"GREYNOLDS PARK ELEMENTARY SCHOOL",130497,5889,136386,"0,95682108134",725,758,2745,468,3213,"0,85434173669"
13,DADE,2321,"GULFSTREAM ELEMENTARY SCHOOL",121900,8232,130132,"0,93674115513",677,723,0,0,0,
13,DADE,2331,"CHARLES R HADLEY ELEMENTARY SCHOOL",169965,6981,176946,"0,96054728561",944,983,0,0,0,
13,DADE,2341,"JOE HALL ELEMENTARY SCHOOL",97715,4950,102665,"0,95178493157",543,570,0,0,0,
13,DADE,2351,"ENEIDA M. HARTNER ELEMENTARY SCHOOL",83752,5177,88929,"0,9417850195",465,494,0,0,0,
13,DADE,2361,"HIALEAH ELEMENTARY SCHOOL",113814,6760,120574,"0,94393484499",632,670,0,0,0,
13,DADE,2371,"WEST HIALEAH GARDENS ELEMENTARY SCHOOL",219162,10461,229623,"0,95444271697",1218,1276,0,0,0,
13,DADE,2401,"HIBISCUS ELEMENTARY SCHOOL",95204,4163,99367,"0,9581048034",529,552,0,0,0,
13,DADE,2441,"VIRGINIA A BOONE-HIGHLAND OAKS SCHOOL",125572,4671,130243,"0,96413626835",698,724,0,0,0,
13,DADE,2501,"HOLMES ELEMENTARY SCHOOL",95070,5780,100850,"0,94268715914",528,560,3542,1042,4584,"0,77268760907"
13,DADE,2511,"ZORA NEALE HURSTON ELEMENTARY SCHOOL",125600,6716,132316,"0,94924272196",698,735,0,0,0,
13,DADE,2521,"OLIVER HOOVER ELEMENTARY SCHOOL",129557,5398,134955,"0,96000148197",720,750,0,0,0,
13,DADE,2531,"THENA CROWDER EARLY CHILDHOOD DIAGNOSTIC SPECIAL EDUCATION CENTER",14012,2042,16054,"0,87280428553",78,89,0,0,0,
13,DADE,2541,"HOWARD DRIVE ELEMENTARY SCHOOL",111081,4471,115552,"0,9613074633",617,642,0,0,0,
13,DADE,2581,"MADIE IVES COMMUNITY ELEMENTARY SCHOOL",119140,4344,123484,"0,96482135337",662,686,0,0,0,
13,DADE,2641,"KENDALE ELEMENTARY SCHOOL",96014,4015,100029,"0,95986164012",533,556,0,0,0,
13,DADE,2651,"KENDALE LAKES ELEMENTARY SCHOOL",136511,6804,143315,"0,95252416006",758,796,1020,137,1157,"0,88159031979"
13,DADE,2661,"KENSINGTON PARK ELEMENTARY SCHOOL",191190,12408,203598,"0,93905637579",1062,1131,0,0,0,
13,DADE,2701,"KENWOOD K-8 CENTER",185906,7181,193087,"0,96280951073",1033,1073,0,0,0,
13,DADE,2741,"KEY BISCAYNE K-8 CENTER",242070,9615,251685,"0,96179748495",1345,1398,0,0,0,
13,DADE,2781,"KINLOCH PARK ELEMENTARY SCHOOL",120664,7055,127719,"0,94476154683",670,710,0,0,0,
13,DADE,2801,"LAKE STEVENS ELEMENTARY SCHOOL",44832,2616,47448,"0,94486595852",249,264,0,0,0,
13,DADE,2821,"LAKEVIEW ELEMENTARY SCHOOL",73510,3657,77167,"0,95260927598",408,429,0,0,0,
13,DADE,2881,"LEEWOOD K-8 CENTER",141886,4821,146707,"0,96713858234",788,815,0,0,0,
13,DADE,2891,"WILLIAM H. LEHMAN ELEMENTARY SCHOOL",114702,3502,118204,"0,97037325302",637,657,0,0,0,
13,DADE,2901,"LEISURE CITY K-8 CENTER",182504,10882,193386,"0,94372912206",1014,1074,5674,610,6284,"0,90292807129"
13,DADE,2911,"LINDA LENTIN K-8 CENTER",151774,6701,158475,"0,95771572803",843,880,3043,224,3267,"0,93143556779"
13,DADE,2941,"LAURA C. SAUNDERS ELEMENTARY SCHOOL",117631,7540,125171,"0,93976240502",654,695,0,0,0,
13,DADE,2981,"LIBERTY CITY ELEMENTARY SCHOOL",77358,6537,83895,"0,92208117289",430,466,0,0,0,
13,DADE,3000,"MATER INTERNATIONAL ACADEMY",10723,1032,11755,"0,91220757124",60,65,0,0,0,
13,DADE,3002,"DOWNTOWN DORAL CHARTER ELEMENTARY SCHOOL",73161,1958,75119,"0,97393469029",406,417,0,0,0,
13,DADE,3021,"JESSE J. MCCRARY, JR. ELEMENTARY SCHOOL",108062,6451,114513,"0,94366578467",600,636,0,0,0,
13,DADE,3025,"ADVANTAGE ACADEMY SANTA FE",46519,1992,48511,"0,95893714827",258,270,0,0,0,
13,DADE,3026,"ADVANTAGE ACADEMY OF MATH AND SCIENCE AT SUMMERVILLE",10309,885,11194,"0,92093978917",57,62,0,0,0,
13,DADE,3027,"ADVANTAGE ACADEMY OF MATH AND SCIENCE AT WATERSTONE",27030,1476,28506,"0,94822142706",150,158,0,0,0,
13,DADE,3029,"DORAL ACADEMY OF TECHNOLOGY",32668,783,33451,"0,97659262802",181,186,0,0,0,
13,DADE,3030,"DORAL ACADEMY",202631,5599,208230,"0,97311146328",1126,1157,0,0,0,
13,DADE,3032,"PALM GLADES PREPARATORY ACADEMY",51293,3139,54432,"0,94233171663",285,302,0,0,0,
13,DADE,3033,"SOMERSET OAKS ACADEMY",95423,6033,101456,"0,94053579876",530,564,0,0,0,
13,DADE,3034,"BRIDGEPREP ACADEMY OF VILLAGE GREEN",122031,5886,127917,"0,95398578765",678,711,0,0,0,
13,DADE,3035,"RAMZ ACADEMY K-5 MIAMI CAMPUS",35766,2678,38444,"0,93034023514",199,214,0,0,0,
13,DADE,3041,"LORAH PARK ELEMENTARY SCHOOL",82401,4859,87260,"0,94431583772",458,485,0,0,0,
13,DADE,3051,"TOUSSAINT L'OUVERTURE ELEMENTARY",81140,4808,85948,"0,94405919858",451,477,0,0,0,
13,DADE,3061,"LUDLAM ELEMENTARY SCHOOL",66514,2915,69429,"0,95801466246",370,386,0,0,0,
13,DADE,3100,"MATER ACADEMY EAST CHARTER",102110,4786,106896,"0,95522751085",567,594,0,0,0,
13,DADE,3101,"FRANK CRAWFORD MARTIN K-8 CENTER",197528,5955,203483,"0,97073465596",1097,1130,0,0,0,
13,DADE,3111,"WESLEY MATTHEWS ELEMENTARY SCHOOL",87634,3133,90767,"0,96548305",487,504,0,0,0,
13,DADE,3141,"MEADOWLANE ELEMENTARY SCHOOL",154488,7452,161940,"0,95398295665",858,900,2321,508,2829,"0,82043124779"
13,DADE,3181,"MELROSE ELEMENTARY SCHOOL",119106,7113,126219,"0,94364556841",662,701,1780,0,1780,1
13,DADE,3191,"ADA MERRITT K-8 CENTER",127299,3661,130960,"0,9720448992",707,728,0,0,0,
13,DADE,3241,"MIAMI GARDENS ELEMENTARY SCHOOL",48192,2993,51185,"0,94152583764",268,284,0,0,0,
13,DADE,3261,"MIAMI HEIGHTS ELEMENTARY SCHOOL",191857,13687,205544,"0,9334108512",1066,1142,0,0,0,
13,DADE,3281,"MIAMI LAKES K-8 CENTER",236500,8030,244530,"0,96716149347",1314,1359,0,0,0,
13,DADE,3301,"MIAMI PARK ELEMENTARY SCHOOL",52055,3874,55929,"0,93073360868",289,311,0,0,0,
13,DADE,3341,"MIAMI SHORES ELEMENTARY SCHOOL",132144,5736,137880,"0,95839860748",734,766,0,0,0,
13,DADE,3381,"MIAMI SPRINGS ELEMENTARY SCHOOL",73685,4095,77780,"0,94735150424",409,432,0,0,0,
13,DADE,3421,"MARCUS A. MILAM K-8 CENTER",159873,8640,168513,"0,94872799131",888,936,1938,384,2322,"0,83462532299"
13,DADE,3431,"PHYLLIS R. MILLER ELEMENTARY SCHOOL",112558,4484,117042,"0,96168896635",625,650,0,0,0,
13,DADE,3501,"MORNINGSIDE K-8 ACADEMY",91180,3665,94845,"0,96135800516",507,527,0,0,0,
13,DADE,3541,"ROBERT RUSSA MOTON ELEMENTARY SCHOOL",62180,4260,66440,"0,93588199879",345,369,0,0,0,
13,DADE,3581,"MYRTLE GROVE K-8 CENTER",107972,5652,113624,"0,95025698796",600,631,0,0,0,
13,DADE,3600,"DOWNTOWN MIAMI CHARTER SCHOOL",110704,6084,116788,"0,94790560674",615,649,0,0,0,
13,DADE,3610,"KEYS GATE CHARTER SCHOOL",373160,27748,400908,"0,93078711325",2073,2227,0,0,0,
13,DADE,3621,"COCONUT PALM K-8 ACADEMY",251992,15681,267673,"0,94141732636",1400,1487,2002,310,2312,"0,86591695501"
13,DADE,3661,"NATURAL BRIDGE ELEMENTARY SCHOOL",128324,6990,135314,"0,94834237403",713,752,2698,343,3041,"0,88720815521"
13,DADE,3701,"NORLAND ELEMENTARY SCHOOL",120648,4853,125501,"0,96133098541",670,697,0,0,0,
13,DADE,3741,"NORTH BEACH ELEMENTARY SCHOOL",183804,8259,192063,"0,95699848487",1021,1067,0,0,0,
13,DADE,3781,"BARBARA HAWKINS ELEMENTARY SCHOOL",49906,2101,52007,"0,95960159209",277,289,0,0,0,
13,DADE,3821,"NORTH COUNTY K-8 CENTER",75967,4566,80533,"0,94330274545",422,447,0,0,0,
13,DADE,3861,"NORTH GLADE ELEMENTARY SCHOOL",55490,3270,58760,"0,94434989788",308,326,0,0,0,
13,DADE,3901,"NORTH HIALEAH ELEMENTARY SCHOOL",93676,5134,98810,"0,94804169618",520,549,0,0,0,
13,DADE,3941,"NORTH MIAMI ELEMENTARY SCHOOL",92697,4489,97186,"0,95381021957",515,540,3233,226,3459,"0,93466319745"
13,DADE,3981,"NORTH TWIN LAKES ELEMENTARY SCHOOL",92934,4317,97251,"0,95560971095",516,540,0,0,0,
13,DADE,4000,"MIAMI CHILDREN'S MUSEUM CHARTER SCHOOL",50373,3025,53398,"0,94334993819",280,297,0,0,0,
13,DADE,4001,"NORWOOD ELEMENTARY SCHOOL",93581,3747,97328,"0,96150131514",520,541,0,0,0,
13,DADE,4002,"BEACON COLLEGE PREPARATORY",37900,3985,41885,"0,90485854124",211,233,0,0,0,
13,DADE,4012,"SOMERSET ACADEMY AT SILVER PALMS",134557,5375,139932,"0,96158848583",748,777,0,0,0,
13,DADE,4021,"OAK GROVE ELEMENTARY SCHOOL",100807,4724,105531,"0,95523590224",560,586,0,0,0,
13,DADE,4031,"GATEWAY ENVIRONMENTAL K-8 LEARNING CENTER",316352,21890,338242,"0,93528302221",1758,1879,0,0,0,
13,DADE,4061,"OJUS ELEMENTARY SCHOOL",161008,7077,168085,"0,95789630246",894,934,0,0,0,
13,DADE,4070,"EARLY BEGINNINGS ACADEMY",22132,3869,26001,"0,85119803084",123,144,0,0,0,
13,DADE,4071,"AGENORIA S PASCHAL/OLINDA ELEMENTARY SCHOOL",73602,5211,78813,"0,93388146625",409,438,0,0,0,
13,DADE,4091,"OLYMPIA HEIGHTS ELEMENTARY SCHOOL",91680,4101,95781,"0,95718357503",509,532,0,0,0,
13,DADE,4121,"DR. ROBERT B. INGRAM/OPA-LOCKA ELEMENTARY SCHOOL",72641,5160,77801,"0,93367694502",404,432,0,0,0,
13,DADE,4171,"ORCHARD VILLA ELEMENTARY SCHOOL",74958,5621,80579,"0,93024237084",416,448,0,0,0,
13,DADE,4221,"PALMETTO ELEMENTARY SCHOOL",107184,4063,111247,"0,96347766681",595,618,0,0,0,
13,DADE,4241,"PALM LAKES ELEMENTARY SCHOOL",127124,6260,133384,"0,95306783422",706,741,0,0,0,
13,DADE,4261,"PALM SPRINGS ELEMENTARY SCHOOL",112985,3668,116653,"0,96855631659",628,648,0,0,0,
13,DADE,4281,"PALM SPRINGS NORTH ELEMENTARY SCHOOL",179601,7241,186842,"0,96124533027",998,1038,0,0,0,
13,DADE,4301,"PARKVIEW ELEMENTARY SCHOOL",57283,2902,60185,"0,95178200548",318,334,0,0,0,
13,DADE,4341,"PARKWAY ELEMENTARY SCHOOL",58983,2799,61782,"0,95469554239",328,343,3258,557,3815,"0,85399737876"
13,DADE,4381,"DR. HENRY E. PERRINE ACADEMY OF THE ARTS",133867,5877,139744,"0,95794452713",744,776,0,0,0,
13,DADE,4391,"IRVING & BEATRICE PESKOE K-8 CENTER",147674,9593,157267,"0,93900182492",820,874,0,0,0,
13,DADE,4401,"KELSEY L. PHARR ELEMENTARY SCHOOL",55621,3767,59388,"0,93656967737",309,330,1590,285,1875,"0,848"
13,DADE,4421,"PINECREST ELEMENTARY SCHOOL",180518,6471,186989,"0,96539368625",1003,1039,0,0,0,
13,DADE,4441,"PINE LAKE ELEMENTARY SCHOOL",69393,3654,73047,"0,9499774118",386,406,0,0,0,
13,DADE,4461,"PINE VILLA ELEMENTARY SCHOOL",69426,6849,76275,"0,91020648967",386,424,271,337,608,"0,44572368421"
13,DADE,4491,"HENRY E.S. REEVES ELEMENTARY SCHOOL",119430,6428,125858,"0,94892656803",664,699,0,0,0,
13,DADE,4501,"POINCIANA PARK ELEMENTARY SCHOOL",67535,5877,73412,"0,91994496812",375,408,0,0,0,
13,DADE,4511,"DR. GILBERT L. PORTER ELEMENTARY SCHOOL",132297,6011,138308,"0,95653902883",735,768,0,0,0,
