"Students Absent 21 or More Days by School
2013-14, Final Survey 5 - Revised 4/24/17",,,,,,
"*To provide meaningful results and to protect the privacy of individual students, data are displayed only when the total number of students in a group is at least 10 and when the performance of individuals would not be disclosed. Data for groups less than 10 are displayed with an asterisk (*).",,,,,,
"Dist #","District Name","Schl #","School Name",Enrollments,"Absent 21 Days or Over","% Absent 21 or More Days"
6,BROWARD,551,"PLANTATION MIDDLE SCHOOL",1062,80,"0,07532956685"
6,BROWARD,561,"NORCREST ELEMENTARY SCHOOL",891,64,"0,07182940516"
6,BROWARD,571,"TEDDER ELEMENTARY SCHOOL",810,44,"0,05432098765"
6,BROWARD,581,"MARGATE MIDDLE SCHOOL",1534,122,"0,07953063885"
6,BROWARD,592,"HALLANDALE ADULT/COMMUNITY CENTER",1298,844,"0,6502311248"
6,BROWARD,601,"SEAGULL SCHOOL",486,337,"0,69341563786"
6,BROWARD,611,"SUNLAND PARK ACADEMY",502,93,"0,18525896414"
6,BROWARD,621,"LARKDALE ELEMENTARY SCHOOL",500,56,"0,112"
6,BROWARD,631,"WESTWOOD HEIGHTS ELEMENTARY SCHOOL",749,34,"0,04539385847"
6,BROWARD,641,"BAYVIEW ELEMENTARY SCHOOL",648,15,"0,02314814814"
6,BROWARD,653,"PINE RIDGE ALTERNATIVE CENTER",207,55,"0,26570048309"
6,BROWARD,691,"STIRLING ELEMENTARY SCHOOL",758,70,"0,09234828496"
6,BROWARD,701,"PARKWAY MIDDLE SCHOOL",1798,262,"0,14571746384"
6,BROWARD,711,"ORANGE BROOK ELEMENTARY SCHOOL",952,64,"0,06722689075"
6,BROWARD,721,"DRIFTWOOD ELEMENTARY SCHOOL",627,22,"0,03508771929"
6,BROWARD,731,"TROPICAL ELEMENTARY SCHOOL",1054,49,"0,04648956356"
6,BROWARD,751,"POMPANO BEACH ELEMENTARY SCHOOL",612,31,"0,05065359477"
6,BROWARD,761,"MEADOWBROOK ELEMENTARY SCHOOL",803,86,"0,10709838107"
6,BROWARD,811,"BROADVIEW ELEMENTARY SCHOOL",1151,62,"0,0538662033"
6,BROWARD,831,"LAKE FOREST ELEMENTARY SCHOOL",938,55,"0,05863539445"
6,BROWARD,841,"MCNAB ELEMENTARY SCHOOL",776,40,"0,05154639175"
6,BROWARD,851,"FLORANADA ELEMENTARY SCHOOL",775,38,"0,04903225806"
6,BROWARD,861,"DRIFTWOOD MIDDLE SCHOOL",1683,182,"0,10814022578"
6,BROWARD,871,"BRIGHT HORIZONS",159,46,"0,2893081761"
6,BROWARD,881,"NEW RIVER MIDDLE SCHOOL",1568,169,"0,10778061224"
6,BROWARD,891,"SANDERS PARK ELEMENTARY SCHOOL",656,59,"0,08993902439"
6,BROWARD,901,"CRESTHAVEN ELEMENTARY SCHOOL",733,64,"0,08731241473"
6,BROWARD,911,"DEERFIELD BEACH MIDDLE SCHOOL",1310,149,"0,11374045801"
6,BROWARD,921,"STEPHEN FOSTER ELEMENTARY SCHOOL",755,55,"0,07284768211"
6,BROWARD,931,"PETERS ELEMENTARY SCHOOL",772,66,"0,08549222797"
6,BROWARD,941,"PLANTATION ELEMENTARY SCHOOL",675,53,"0,07851851851"
6,BROWARD,951,"FORT LAUDERDALE HIGH SCHOOL",2241,486,"0,21686746987"
6,BROWARD,971,"BOULEVARD HEIGHTS ELEMENTARY",818,65,"0,07946210268"
6,BROWARD,991,"WINGATE OAKS CENTER",146,17,"0,11643835616"
6,BROWARD,1011,"HENRY D. PERRY MIDDLE SCHOOL",718,32,"0,04456824512"
6,BROWARD,1021,"THE QUEST CENTER",146,38,"0,2602739726"
6,BROWARD,1051,"SHERIDAN TECHNICAL CENTER",57,7,"0,12280701754"
6,BROWARD,1071,"WILLIAM DANDY MIDDLE SCHOOL",1224,83,"0,06781045751"
6,BROWARD,1091,"LLOYD ESTATES ELEMENTARY SCHOOL",683,38,"0,05563689604"
6,BROWARD,1131,"PALMVIEW ELEMENTARY SCHOOL",731,34,"0,0465116279"
6,BROWARD,1151,"CORAL SPRINGS HIGH SCHOOL",2721,556,"0,20433664094"
6,BROWARD,1161,"MARGATE ELEMENTARY SCHOOL",1032,68,"0,06589147286"
6,BROWARD,1171,"SUNSHINE ELEMENTARY SCHOOL",749,36,"0,04806408544"
6,BROWARD,1191,"NORTH FORK ELEMENTARY SCHOOL",658,79,"0,12006079027"
6,BROWARD,1211,"COOPER CITY ELEMENTARY SCHOOL",876,16,"0,01826484018"
6,BROWARD,1221,"PEMBROKE PINES ELEMENTARY SCHOOL",667,30,"0,04497751124"
6,BROWARD,1241,"NORTHEAST HIGH SCHOOL",2057,404,"0,19640252795"
6,BROWARD,1251,"PLANTATION PARK ELEMENTARY",545,32,"0,05871559633"
6,BROWARD,1271,"NOVA DWIGHT D. EISENHOWER ELEM",758,31,"0,04089709762"
6,BROWARD,1281,"NOVA HIGH SCHOOL",2178,271,"0,12442607897"
6,BROWARD,1282,"NOVA BLANCHE FORMAN ELEMENTARY",772,16,"0,0207253886"
6,BROWARD,1291,"WILLIAM T. MCFATTER TECHNICAL CENTER",613,47,"0,0766721044"
6,BROWARD,1311,"NOVA MIDDLE SCHOOL",1261,44,"0,0348929421"
6,BROWARD,1321,"SHERIDAN PARK ELEMENTARY SCHOOL",741,48,"0,06477732793"
6,BROWARD,1381,"LAUDERHILL PAUL TURNER ELEMENTARY SCHOOL",800,53,"0,06625"
6,BROWARD,1391,"LAUDERHILL 6-12",808,113,"0,13985148514"
6,BROWARD,1421,"COCONUT CREEK ELEMENTARY SCHOOL",853,32,"0,03751465416"
6,BROWARD,1451,"PLANTATION HIGH SCHOOL",2391,256,"0,10706817231"
6,BROWARD,1461,"CASTLE HILL ELEMENTARY SCHOOL",760,67,"0,08815789473"
6,BROWARD,1611,"MARTIN LUTHER KING ELEMENTARY SCHOOL",584,55,"0,09417808219"
6,BROWARD,1621,"VILLAGE ELEMENTARY SCHOOL",933,49,"0,05251875669"
6,BROWARD,1631,"ANNABEL C. PERRY ELEMENTARY",831,64,"0,0770156438"
6,BROWARD,1641,"FAIRWAY ELEMENTARY SCHOOL",873,70,"0,08018327605"
6,BROWARD,1661,"HOLLYWOOD HILLS HIGH SCHOOL",2330,658,"0,28240343347"
6,BROWARD,1671,"C. ROBERT MARKHAM ELEMENTARY",694,61,"0,0878962536"
6,BROWARD,1681,"COCONUT CREEK HIGH SCHOOL",1609,468,"0,29086389061"
6,BROWARD,1701,"LAUDERDALE LAKES MIDDLE SCHOOL",1217,128,"0,10517666392"
6,BROWARD,1711,"DEERFIELD BEACH HIGH SCHOOL",2550,668,"0,26196078431"
6,BROWARD,1741,"BOYD H. ANDERSON HIGH SCHOOL",2090,340,"0,16267942583"
6,BROWARD,1751,"MIRAMAR HIGH SCHOOL",2906,657,"0,22608396421"
6,BROWARD,1752,"WHISPERING PINES SCHOOL",393,74,"0,18829516539"
6,BROWARD,1761,"HOLLYWOOD PARK ELEMENTARY SCHOOL",608,60,"0,09868421052"
6,BROWARD,1762,"POSTSECONDARY ALTERNATIVES FOR SECONDARY STUDENTS-PASS",14,5,"0,35714285714"
6,BROWARD,1781,"CYPRESS ELEMENTARY SCHOOL",1059,75,"0,07082152974"
6,BROWARD,1791,"APOLLO MIDDLE SCHOOL",1344,116,"0,0863095238"
6,BROWARD,1811,"SHERIDAN HILLS ELEMENTARY SCHOOL",684,51,"0,0745614035"
6,BROWARD,1831,"ORIOLE ELEMENTARY SCHOOL",792,46,"0,05808080808"
6,BROWARD,1841,"MIRROR LAKE ELEMENTARY SCHOOL",558,37,"0,06630824372"
6,BROWARD,1851,"ROYAL PALM ELEMENTARY SCHOOL",1005,80,"0,07960199004"
6,BROWARD,1871,"CRYSTAL LAKE COMMUNITY MIDDLE",1526,165,"0,10812581913"
6,BROWARD,1881,"PINES MIDDLE SCHOOL",1482,102,"0,06882591093"
6,BROWARD,1891,"SEMINOLE MIDDLE SCHOOL",1207,95,"0,07870753935"
6,BROWARD,1901,"PIPER HIGH SCHOOL",2727,556,"0,20388705537"
6,BROWARD,1931,"COOPER CITY HIGH SCHOOL",2208,357,"0,1616847826"
6,BROWARD,1951,"PARK RIDGE ELEMENTARY SCHOOL",629,42,"0,066772655"
6,BROWARD,1971,"JAMES S. HUNT ELEMENTARY SCHOOL",913,51,"0,05585980284"
6,BROWARD,2001,"BANYAN ELEMENTARY SCHOOL",784,43,"0,05484693877"
6,BROWARD,2011,"CORAL COVE ELEMENTARY SCHOOL",902,25,"0,02771618625"
6,BROWARD,2021,"GLADES MIDDLE SCHOOL",1566,72,"0,04597701149"
6,BROWARD,2041,"BEACHSIDE MONTESSORI VILLAGE",778,22,"0,02827763496"
6,BROWARD,2052,"WESTPINE MIDDLE SCHOOL",1284,93,"0,07242990654"
6,BROWARD,2071,"PASADENA LAKES ELEMENTARY SCHOOL",648,43,"0,06635802469"
6,BROWARD,2121,"JAMES S. RICKARDS MIDDLE SCHOOL",1061,119,"0,11215834118"
6,BROWARD,2123,"CYPRESS RUN ALTERNATIVE/ESE",157,54,"0,34394904458"
6,BROWARD,2221,"ATLANTIC TECHNICAL CENTER",622,35,"0,05627009646"
6,BROWARD,2231,"NORTH LAUDERDALE ELEMENTARY",755,62,"0,08211920529"
6,BROWARD,2351,"SOUTH PLANTATION HIGH SCHOOL",2629,528,"0,20083682008"
6,BROWARD,2511,"ATLANTIC WEST ELEMENTARY SCHOOL",726,72,"0,09917355371"
6,BROWARD,2531,"HORIZON ELEMENTARY SCHOOL",586,51,"0,08703071672"
6,BROWARD,2541,"FLAMINGO ELEMENTARY SCHOOL",747,49,"0,06559571619"
6,BROWARD,2551,"CORAL SPRINGS ELEMENTARY SCHOOL",746,56,"0,07506702412"
6,BROWARD,2561,"CORAL SPRINGS MIDDLE SCHOOL",1357,95,"0,07000736919"
6,BROWARD,2571,"PIONEER MIDDLE SCHOOL",1398,80,"0,05722460658"
6,BROWARD,2611,"BAIR MIDDLE SCHOOL",1018,114,"0,1119842829"
6,BROWARD,2621,"TAMARAC ELEMENTARY SCHOOL",1003,56,"0,05583250249"
6,BROWARD,2631,"FOREST HILLS ELEMENTARY SCHOOL",642,33,"0,05140186915"
6,BROWARD,2641,"CENTRAL PARK ELEMENTARY SCHOOL",1163,36,"0,0309544282"
6,BROWARD,2661,"PEMBROKE LAKES ELEMENTARY SCHOOL",588,20,"0,03401360544"
6,BROWARD,2671,"NOB HILL ELEMENTARY SCHOOL",674,55,"0,08160237388"
6,BROWARD,2681,"WESTCHESTER ELEMENTARY SCHOOL",1320,61,"0,04621212121"
6,BROWARD,2691,"MORROW ELEMENTARY SCHOOL",574,43,"0,07491289198"
6,BROWARD,2711,"RAMBLEWOOD MIDDLE SCHOOL",1270,101,"0,07952755905"
6,BROWARD,2721,"RAMBLEWOOD ELEMENTARY SCHOOL",872,60,"0,06880733944"
6,BROWARD,2741,"MAPLEWOOD ELEMENTARY SCHOOL",761,58,"0,07621550591"
6,BROWARD,2751,"J. P. TARAVELLA HIGH SCHOOL",3311,490,"0,14799154334"
6,BROWARD,2801,"DAVIE ELEMENTARY SCHOOL",888,56,"0,06306306306"
6,BROWARD,2811,"PINEWOOD ELEMENTARY SCHOOL",708,55,"0,07768361581"
6,BROWARD,2831,"WESTERN HIGH SCHOOL",3275,1007,"0,30748091603"
6,BROWARD,2851,"GRIFFIN ELEMENTARY SCHOOL",630,28,"0,04444444444"
6,BROWARD,2861,"PINES LAKES ELEMENTARY SCHOOL",724,55,"0,07596685082"
6,BROWARD,2871,"SEA CASTLE ELEMENTARY SCHOOL",879,35,"0,03981797497"
6,BROWARD,2881,"WELLEBY ELEMENTARY SCHOOL",822,39,"0,04744525547"
6,BROWARD,2891,"RIVERGLADES ELEMENTARY SCHOOL",677,14,"0,02067946824"
6,BROWARD,2942,"EVERGLADES ELEMENTARY SCHOOL",1025,39,"0,03804878048"
6,BROWARD,2961,"CHAPEL TRAIL ELEMENTARY SCHOOL",820,27,"0,03292682926"
6,BROWARD,2971,"SILVER LAKES MIDDLE SCHOOL",989,97,"0,09807886754"
6,BROWARD,2981,"COUNTRY ISLES ELEMENTARY SCHOOL",1060,63,"0,05943396226"
6,BROWARD,3001,"WALTER C. YOUNG MIDDLE SCHOOL",1276,56,"0,04388714733"
6,BROWARD,3011,"MARJORY STONEMAN DOUGLAS HIGH SCHOOL",3213,351,"0,10924369747"
6,BROWARD,3031,"RIVERSIDE ELEMENTARY SCHOOL",745,25,"0,03355704697"
6,BROWARD,3041,"CORAL PARK ELEMENTARY SCHOOL",677,48,"0,07090103397"
6,BROWARD,3051,"FOREST GLEN MIDDLE SCHOOL",1561,122,"0,07815502882"
6,BROWARD,3061,"SANDPIPER ELEMENTARY SCHOOL",716,28,"0,03910614525"
6,BROWARD,3081,"SILVER RIDGE ELEMENTARY SCHOOL",1006,65,"0,06461232604"
6,BROWARD,3091,"WINSTON PARK ELEMENTARY SCHOOL",1252,53,"0,04233226837"
6,BROWARD,3101,"LYONS CREEK MIDDLE SCHOOL",1924,182,"0,09459459459"
6,BROWARD,3111,"COUNTRY HILLS ELEMENTARY SCHOOL",910,37,"0,04065934065"
6,BROWARD,3121,"QUIET WATERS ELEMENTARY SCHOOL",1559,92,"0,05901218729"
6,BROWARD,3131,"HAWKES BLUFF ELEMENTARY SCHOOL",868,23,"0,02649769585"
6,BROWARD,3151,"TEQUESTA TRACE MIDDLE SCHOOL",1491,108,"0,07243460764"
6,BROWARD,3171,"PARK SPRINGS ELEMENTARY SCHOOL",973,40,"0,04110996916"
6,BROWARD,3181,"INDIAN TRACE ELEMENTARY SCHOOL",759,25,"0,03293807641"
6,BROWARD,3191,"EMBASSY CREEK ELEMENTARY SCHOOL",1026,24,"0,02339181286"
6,BROWARD,3221,"CHARLES DREW ELEMENTARY SCHOOL",749,58,"0,0774365821"
6,BROWARD,3222,"CROSS CREEK SCHOOL",192,87,"0,453125"
6,BROWARD,3291,"THURGOOD MARSHALL ELEMENTARY SCHOOL",594,38,"0,06397306397"
6,BROWARD,3301,"ENDEAVOUR PRIMARY LEARNING CENTER",557,73,"0,13105924596"
6,BROWARD,3311,"PALM COVE ELEMENTARY SCHOOL",927,34,"0,03667745415"
6,BROWARD,3321,"VIRGINIA SHUMAN YOUNG ELEMENTARY SCHOOL",747,17,"0,02275769745"
6,BROWARD,3331,"SILVER TRAIL MIDDLE SCHOOL",1555,82,"0,05273311897"
6,BROWARD,3371,"SILVER LAKES ELEMENTARY SCHOOL",609,18,"0,02955665024"
6,BROWARD,3391,"CHARLES W FLANAGAN HIGH SCHOOL",3125,575,"0,184"
6,BROWARD,3401,"SAWGRASS ELEMENTARY SCHOOL",978,51,"0,05214723926"
6,BROWARD,3431,"SAWGRASS SPRINGS MIDDLE SCHOOL",1248,83,"0,06650641025"
6,BROWARD,3441,"EAGLE RIDGE ELEMENTARY SCHOOL",872,42,"0,04816513761"
6,BROWARD,3461,"EAGLE POINT ELEMENTARY SCHOOL",1287,28,"0,02175602175"
6,BROWARD,3471,"INDIAN RIDGE MIDDLE SCHOOL",1920,191,"0,09947916666"
6,BROWARD,3481,"TRADEWINDS ELEMENTARY SCHOOL",1257,55,"0,04375497215"
6,BROWARD,3491,"SILVER PALMS ELEMENTARY SCHOOL",723,28,"0,0387275242"
6,BROWARD,3531,"FOX TRAIL ELEMENTARY SCHOOL",1300,46,"0,03538461538"
6,BROWARD,3541,"MONARCH HIGH SCHOOL",2432,574,"0,23601973684"
6,BROWARD,3571,"PANTHER RUN ELEMENTARY SCHOOL",595,22,"0,03697478991"
6,BROWARD,3581,"SILVER SHORES ELEMENTARY SCHOOL",566,34,"0,06007067137"
6,BROWARD,3591,"LAKESIDE ELEMENTARY SCHOOL",792,25,"0,03156565656"
6,BROWARD,3622,"FALCON COVE MIDDLE SCHOOL",2327,90,"0,03867640739"
6,BROWARD,3623,"CYPRESS BAY HIGH SCHOOL",4561,558,"0,12234159175"
6,BROWARD,3631,"PARKSIDE ELEMENTARY SCHOOL",807,48,"0,0594795539"
6,BROWARD,3642,"GATOR RUN ELEMENTARY SCHOOL",1272,47,"0,03694968553"
6,BROWARD,3651,"DAVE THOMAS EDUCATION CENTER",984,555,"0,56402439024"
6,BROWARD,3661,"SUNSET LAKES ELEMENTARY SCHOOL",904,33,"0,03650442477"
6,BROWARD,3701,"ROCK ISLAND ELEMENTARY SCHOOL",665,51,"0,07669172932"
6,BROWARD,3731,"EVERGLADES HIGH SCHOOL",2664,632,"0,23723723723"
6,BROWARD,3741,"COCONUT PALM ELEMENTARY SCHOOL",1023,37,"0,03616813294"
6,BROWARD,3751,"DOLPHIN BAY ELEMENTARY SCHOOL",781,24,"0,03072983354"
6,BROWARD,3761,"PARK LAKES ELEMENTARY SCHOOL",1350,93,"0,06888888888"
6,BROWARD,3771,"CHALLENGER ELEMENTARY SCHOOL",1048,48,"0,04580152671"
6,BROWARD,3781,"PARK TRAILS ELEMENTARY SCHOOL",1037,44,"0,04243008678"
6,BROWARD,3821,"LIBERTY ELEMENTARY SCHOOL",1108,51,"0,04602888086"
6,BROWARD,3841,"MANATEE BAY ELEMENTARY SCHOOL",1259,71,"0,05639396346"
6,BROWARD,3851,"COLLEGE ACADEMY AT BCC",344,0,0
6,BROWARD,3861,"CORAL GLADES HIGH SCHOOL",2603,529,"0,20322704571"
6,BROWARD,3871,"WESTGLADES MIDDLE SCHOOL",1480,81,"0,05472972972"
6,BROWARD,3911,"NEW RENAISSANCE MIDDLE SCHOOL",1246,65,"0,05216693418"
6,BROWARD,3931,"GULFSTREAM MIDDLE SCHOOL",572,47,"0,08216783216"
6,BROWARD,3961,"HERON HEIGHTS ELEMENTARY SCHOOL",1081,15,"0,0138760407"
6,BROWARD,3962,"DISCOVERY ELEMENTARY SCHOOL",1005,32,"0,03184079601"
6,BROWARD,3971,"WEST BROWARD HIGH SCHOOL",2844,466,"0,16385372714"
6,BROWARD,4772,"MILLENNIUM MIDDLE SCHOOL",1497,114,"0,0761523046"
6,BROWARD,5001,"BEN GAMLA CHARTER SCHOOL NORTH CAMPUS",79,14,"0,17721518987"
6,BROWARD,5002,"SOMERSET ACADEMY VILLAGE CHARTER MIDDLE SCHOOL",145,16,"0,11034482758"
6,BROWARD,5003,"SOMERSET PREPARATORY ACADEMY CHARTER SCHOOL AT NORTH LAUDERDALE",837,16,"0,01911589008"
6,BROWARD,5004,"SOMERSET VILLAGE ACADEMY",317,25,"0,07886435331"
6,BROWARD,5005,"BEN GAMLA CHARTER HIGH SCHOOL",132,40,"0,30303030303"
6,BROWARD,5006,"SOMERSET PREPARATORY ACADEMY CHARTER HIGH AT NORTH LAUDERDALE",211,0,0
6,BROWARD,5007,"SOMERSET ACADEMY CHARTER HIGH SCHOOL MIRAMAR CAMPUS",262,1,"0,00381679389"
6,BROWARD,5009,"MAVERICKS HIGH OF NORTH BROWARD COUNTY",737,415,"0,56309362279"
6,BROWARD,5010,"FRANKLIN ACADEMY B",163,2,"0,01226993865"
6,BROWARD,5012,"FRANKLIN ACADEMY A",1197,22,"0,01837928153"
6,BROWARD,5020,"RENAISSANCE CHARTER SCHOOL OF CORAL SPRINGS",1431,2,"0,00139762403"
6,BROWARD,5021,"SOMERSET NEIGHBORHOOD SCHOOL",523,10,"0,01912045889"
6,BROWARD,5023,"RENAISSANCE CHARTER SCHOOL OF PLANTATION",944,16,"0,01694915254"
6,BROWARD,5024,"IMAGINE MIDDLE SCHOOL AT BROWARD",201,10,"0,04975124378"
6,BROWARD,5025,"BEN GAMLA CHARTER SCHOOL HALLANDALE",29,5,"0,1724137931"
6,BROWARD,5026,"CHARTER SCHOOL OF EXCELLENCE DAVIE 2",155,13,"0,08387096774"
6,BROWARD,5028,"ACADEMIC SOLUTIONS HIGH SCHOOL",304,37,"0,12171052631"
6,BROWARD,5029,"ATLANTIC MONTESSORI CHARTER SCHOOL",142,5,"0,0352112676"
6,BROWARD,5030,"SOMERSET PINES ACADEMY",496,10,"0,02016129032"
6,BROWARD,5031,"CHARTER SCHOOL OF EXCELLENCE",293,27,"0,09215017064"
6,BROWARD,5032,"FLAGLER HIGH",606,367,"0,60561056105"
6,BROWARD,5037,"FRANKLIN ACADEMY E",972,25,"0,0257201646"
6,BROWARD,5041,"CENTRAL CHARTER SCHOOL",1153,12,"0,01040763226"
6,BROWARD,5042,"IMAGINE MIDDLE SCHOOL WEST",161,3,"0,01863354037"
6,BROWARD,5044,"IMAGINE SCHOOL SOUTH CAMPUS",312,6,"0,01923076923"
6,BROWARD,5045,"KATHLEEN C. WRIGHT LEADERSHIP ACADEMY",245,0,0
6,BROWARD,5046,"FRANKLIN ACADEMY F",478,16,"0,03347280334"
6,BROWARD,5047,"COLLEGE BOUND ACADEMY OF EXCELLENCE",62,0,0
6,BROWARD,5048,"RENAISSANCE CHARTER SCHOOL AT UNIVERSITY",1246,5,"0,00401284109"
6,BROWARD,5049,"RENAISSANCE CHARTER SCHOOL AT COOPER CITY",1132,50,"0,0441696113"
6,BROWARD,5051,"CITY OF PEMBROKE PINES CHARTER",1936,29,"0,01497933884"
6,BROWARD,5052,"WEST BROWARD ACADEMY AT EXCELSIOR",62,1,"0,01612903225"
6,BROWARD,5054,"SOMERSET MIRAMAR SOUTH K-5",79,1,"0,01265822784"
6,BROWARD,5055,"BROWARD CHARTER SCHOOL OF SCIENCE AND TECHNOLOGY",156,14,"0,08974358974"
6,BROWARD,5059,"FLORIDA VIRTUAL ACADEMY AT BROWARD COUNTY",171,0,0
6,BROWARD,5060,"SUNED HIGH SCHOOL",783,518,"0,66155810983"
6,BROWARD,5081,"CITY/PEMBROKE PINES CHARTER MIDDLE SCHOOL",1318,20,"0,01517450682"
6,BROWARD,5091,"CITY OF CORAL SPRINGS CHARTER",1620,95,"0,0586419753"
6,BROWARD,5111,"IMAGINE CHARTER SCHOOL AT WESTON",789,9,"0,0114068441"
6,BROWARD,5121,"CITY/PEMBROKE PINES CHARTER HIGH SCHOOL",1742,113,"0,06486796785"
6,BROWARD,5141,"SOMERSET ACADEMY",951,20,"0,02103049421"
6,BROWARD,5151,"SOMERSET ACADEMY MIDDLE SCHOOL",886,27,"0,03047404063"
6,BROWARD,5161,"NORTH BROWARD ACADEMY OF EXCELLENCE",710,6,"0,00845070422"
6,BROWARD,5171,"IMAGINE CHARTER/N LAUDERDALE",559,51,"0,09123434704"
6,BROWARD,5201,"CHARTER SCHOOL OF EXCELLENCE TAMARAC 1",274,23,"0,08394160583"
6,BROWARD,5211,"SOMERSET ACADEMY DAVIE CHARTER",153,0,0
6,BROWARD,5221,"SOMERSET ACADEMY CHARTER HIGH",1080,153,"0,14166666666"
6,BROWARD,5271,"CHARTER SCHOOL OF EXCELLENCE AT DAVIE",186,10,"0,05376344086"
6,BROWARD,5281,"CHARTER SCHOOL OF EXCELLENCE AT RIVERLAND",38,1,"0,02631578947"
6,BROWARD,5291,"CHARTER SCHOOL OF EXCELLENCE TAMARAC 2",297,18,"0,0606060606"
6,BROWARD,5315,"BROWARD COMMUNITY CHARTER SCHOOL",123,8,"0,0650406504"
6,BROWARD,5322,"PIVOT CHARTER SCHOOL",292,89,"0,30479452054"
6,BROWARD,5323,"MELROSE HIGH",377,179,"0,474801061"
6,BROWARD,5325,"HOLLYWOOD ACADEMY OF ARTS & SCIENCE",1039,25,"0,02406159769"
6,BROWARD,5331,"DOLPHIN PARK HIGH",774,518,"0,66925064599"
6,BROWARD,5341,"NORTH UNIVERSITY HIGH",656,421,"0,64176829268"
6,BROWARD,5351,"LAUDERHILL HIGH",767,496,"0,64667535853"
6,BROWARD,5355,"EAGLES NEST ELEMENTARY CHARTER SCHOOL",147,4,"0,02721088435"
6,BROWARD,5356,"EAGLES NEST MIDDLE CHARTER SCHOOL",71,2,"0,02816901408"
6,BROWARD,5361,"FLORIDA INTERCULTURAL ACADEMY",333,15,"0,04504504504"
6,BROWARD,5362,"HOLLYWOOD ACADEMY OF ARTS AND SCIENCE MIDDLE SCHOOL",452,20,"0,04424778761"
6,BROWARD,5371,"NORTH BROWARD ACADEMY OF EXCELLENCE MIDDLE SCHOOL",362,6,"0,01657458563"
6,BROWARD,5372,"PATHWAYS ACADEMY K-8 CENTER",344,0,0
6,BROWARD,5381,"PARAGON ACADEMY OF TECHNOLOGY",156,22,"0,14102564102"
6,BROWARD,5387,"SOMERSET ACADEMY HOLLYWOOD",99,0,0
6,BROWARD,5388,"SOMERSET ACADEMY POMPANO (K-5)",178,7,"0,03932584269"
6,BROWARD,5389,"RISE ACADEMY II",363,24,"0,06611570247"
6,BROWARD,5390,"NEW GENERATION PREPARATORY HIGH SCHOOL OF PERFORMING ARTS",214,17,"0,07943925233"
6,BROWARD,5391,"SOMERSET ACADEMY EAST PREPARATORY",297,2,"0,00673400673"
6,BROWARD,5392,"BEN GAMLA CHARTER SCHOOL SOUTH BROWARD",429,65,"0,15151515151"
6,BROWARD,5393,"EXCELSIOR CHARTER OF BROWARD",225,0,0
6,BROWARD,5394,"CHARTER SCHOOL OF EXCELLENCE 2",33,4,"0,12121212121"
6,BROWARD,5396,"SOMERSET ARTS CONSERVATORY",130,22,"0,16923076923"
6,BROWARD,5397,"CHARTER SCHOOLS OF EXCELLENCE RIVERLAND",149,12,"0,08053691275"
6,BROWARD,5400,"SUNSHINE ELEMENTARY CHARTER SCHOOL",301,38,"0,12624584717"
6,BROWARD,5403,"BROWARD COMMUNITY CHARTER WEST",334,26,"0,07784431137"
6,BROWARD,5405,"SOMERSET ACADEMY ELEMENTARY (MIRAMAR CAMPUS)",681,9,"0,01321585903"
6,BROWARD,5406,"SOMERSET ACADEMY MIDDLE (MIRAMAR CAMPUS)",463,2,"0,00431965442"
6,BROWARD,5407,"EVEREST CHARTER SCHOOL",40,0,0
6,BROWARD,5409,"KIDZ CHOICE CHARTER SCHOOL",108,0,0
6,BROWARD,5410,"BEN GAMLA CHARTER SCHOOL",595,74,"0,12436974789"
6,BROWARD,5412,"DISCOVERY MIDDLE CHARTER SCHOOL",196,16,"0,08163265306"
6,BROWARD,5413,"SOMERSET ACADEMY POMPANO MIDDLE (6-8)",24,0,0
6,BROWARD,5415,"IMAGINE CHARTER SCHOOL OF BROWARD",672,22,"0,03273809523"
6,BROWARD,5416,"INTERNATIONAL SCHOOL OF BROWARD",332,5,"0,01506024096"
6,BROWARD,5417,"IGENERATION EMPOWERMENT ACADEMY OF BROWARD COUNTY",159,38,"0,23899371069"
6,BROWARD,5418,"HENRY MCNEAL TURNER LEARNING ACADEMY",117,0,0
6,BROWARD,5419,"SOMERSET ACADEMY HOLLYWOOD MIDDLE SCHOOL",21,0,0
6,BROWARD,5420,"RISE ACADEMY SCHOOL OF SCIENCE AND TECHNOLOGY",311,7,"0,02250803858"
6,BROWARD,5421,"ALPHA INTERNATIONAL ACADEMY",66,7,"0,10606060606"
6,BROWARD,5422,"FLORIDA INTERCULTURAL ACADEMY K-8 WEST",673,24,"0,03566121842"
6,BROWARD,5431,"THE OBAMA ACADEMY FOR BOYS",151,31,"0,20529801324"
6,BROWARD,5434,"THE RED SHOE CHARTER SCHOOL FOR GIRLS",145,14,"0,09655172413"
6,BROWARD,5441,"SOMERSET PREPARATORY CHARTER MIDDLE SCHOOL",354,0,0
6,BROWARD,5481,"MAVERICKS HIGH OF CENTRAL BROWARD COUNTY",645,410,"0,63565891472"
6,BROWARD,5501,"ARC BROWARD, INC.",75,29,"0,38666666666"
6,BROWARD,5511,"ANN STORCK CENTER, INC.",44,23,"0,52272727272"
6,BROWARD,5521,"BAUDHUIN ORAL SCHOOL-NOVA UNIVERSITY",138,49,"0,35507246376"
6,BROWARD,5531,"BROWARD CHILDREN'S CENTER NORTH",84,31,"0,36904761904"
6,BROWARD,5541,"BROWARD CHILDREN'S CENTER SOUTH",91,33,"0,36263736263"
